"레벨","직업","부위","장비명","획득 보스","확률 설명"
"150","해적","반지","150레벨 토벌자의 닻반지","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","해적","귀걸이","150레벨 토벌자의 나침귀걸이","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","해적","펜던트","150레벨 토벌자의 해도목걸이","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","해적","무기","160레벨 토벌자의 휴대대포","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","해적","투구","160레벨 토벌자의 선장모자","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","해적","갑옷","160레벨 토벌자의 항해외투","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","해적","바지","160레벨 토벌자의 갑판바지","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","해적","장갑","160레벨 토벌자의 선원장갑","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","해적","신발","160레벨 토벌자의 항해장화","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","해적","반지","160레벨 토벌자의 닻반지","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","해적","귀걸이","160레벨 토벌자의 나침귀걸이","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","해적","펜던트","160레벨 토벌자의 해도목걸이","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","해적","무기","170레벨 토벌자의 휴대대포","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","해적","투구","170레벨 토벌자의 선장모자","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","해적","갑옷","170레벨 토벌자의 항해외투","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","해적","바지","170레벨 토벌자의 갑판바지","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","해적","장갑","170레벨 토벌자의 선원장갑","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","해적","신발","170레벨 토벌자의 항해장화","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","해적","반지","170레벨 토벌자의 닻반지","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","해적","귀걸이","170레벨 토벌자의 나침귀걸이","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","해적","펜던트","170레벨 토벌자의 해도목걸이","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","해적","무기","180레벨 토벌자의 휴대대포","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","해적","투구","180레벨 토벌자의 선장모자","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","해적","갑옷","180레벨 토벌자의 항해외투","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","해적","바지","180레벨 토벌자의 갑판바지","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","해적","장갑","180레벨 토벌자의 선원장갑","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","해적","신발","180레벨 토벌자의 항해장화","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","해적","반지","180레벨 토벌자의 닻반지","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","해적","귀걸이","180레벨 토벌자의 나침귀걸이","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","해적","펜던트","180레벨 토벌자의 해도목걸이","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","해적","무기","190레벨 토벌자의 휴대대포","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","해적","투구","190레벨 토벌자의 선장모자","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","해적","갑옷","190레벨 토벌자의 항해외투","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","해적","바지","190레벨 토벌자의 갑판바지","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","해적","장갑","190레벨 토벌자의 선원장갑","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","해적","신발","190레벨 토벌자의 항해장화","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","해적","반지","190레벨 토벌자의 닻반지","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","해적","귀걸이","190레벨 토벌자의 나침귀걸이","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","해적","펜던트","190레벨 토벌자의 해도목걸이","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","해적","무기","200레벨 토벌자의 휴대대포","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","해적","투구","200레벨 토벌자의 선장모자","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","해적","갑옷","200레벨 토벌자의 항해외투","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","해적","바지","200레벨 토벌자의 갑판바지","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","해적","장갑","200레벨 토벌자의 선원장갑","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","해적","신발","200레벨 토벌자의 항해장화","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","해적","반지","200레벨 토벌자의 닻반지","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","해적","귀걸이","200레벨 토벌자의 나침귀걸이","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","해적","펜던트","200레벨 토벌자의 해도목걸이","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
